room_type,price,review_scores_rating,accommodates,bedrooms,beds,bed_type,host_is_superhost,bathrooms,availability_365,number_of_reviews,city_normalized,distance_to_city
Private Room,612.13,81.1,7.9,2.7,4.8,Couch,1,1.4,298,253.4,Los Angeles,16.464355
Entire Home/Apt,232.42,75.3,7.7,2.4,2.4,Airbed,0,1.9,287,366.1,New York,44.917193
Private Room,683.35,90.9,3.2,1.5,1.0,Real Bed,0,2.3,228,480.6,Seattle,40.370071
Shared Room,642.21,93.1,7.6,2.2,4.1,Real Bed,1,2.1,118,208.8,Chicago,5.221563
Hotel Room,622.35,80.8,7.7,4.5,3.8,Pull-out Sofa,0,2.2,269,183.7,New York,24.339819
Private Room,515.3,50.6,4.6,2.2,1.5,Real Bed,0,2.1,80,488.9,San Francisco,49.07953
Entire Home/Apt,552.22,84.8,2.9,3.9,4.9,Couch,1,1.4,159,385.7,New York,23.241363
Shared Room,367.72,70.9,5.7,3.4,3.4,Futon,0,1.8,187,388.6,San Francisco,46.712515
Private Room,543.35,78.3,9.3,2.7,3.0,Airbed,0,2.1,187,300.0,San Francisco,48.887178
Entire Home/Apt,237.68,82.5,6.8,2.0,2.5,Real Bed,1,2.6,307,253.5,Chicago,19.980603
Shared Room,814.92,67.5,2.6,2.5,4.6,Real Bed,1,2.3,193,275.3,Los Angeles,48.263365
Entire Home/Apt,226.49,95.9,7.1,3.4,2.0,Pull-out Sofa,0,1.9,259,326.0,San Francisco,7.759086
Shared Room,130.72,56.7,4.8,2.4,2.1,Pull-out Sofa,0,2.9,190,188.4,Seattle,8.845853
Hotel Room,464.43,83.6,6.3,1.9,1.5,Futon,0,1.2,288,391.1,Chicago,14.550627
Private Room,675.39,50.2,7.6,1.5,4.0,Airbed,1,1.4,105,454.6,San Francisco,23.910253
Entire Home/Apt,465.83,96.2,5.6,4.5,3.4,Real Bed,0,1.7,128,285.6,Chicago,9.870214
Shared Room,312.92,55.6,8.3,2.8,3.4,Futon,1,1.5,96,190.7,Seattle,17.668707
Entire Home/Apt,580.26,54.7,7.5,3.5,1.9,Airbed,0,2.3,63,347.8,Chicago,6.079002
Entire Home/Apt,379.65,66.7,6.5,3.0,3.6,Futon,0,1.1,127,91.1,Chicago,22.070398
Private Room,936.22,68.7,2.4,4.5,4.1,Real Bed,1,1.4,222,484.3,San Francisco,41.546446
Hotel Room,926.51,60.7,8.5,3.2,2.4,Pull-out Sofa,0,1.6,292,329.0,New York,30.157623
Entire Home/Apt,527.25,79.3,9.4,2.9,4.2,Pull-out Sofa,1,2.4,325,33.8,Chicago,40.697797
Shared Room,361.49,72.1,2.2,4.7,2.4,Pull-out Sofa,1,2.8,103,264.9,San Francisco,7.649922
Shared Room,750.28,51.7,5.4,3.9,4.0,Couch,0,2.6,151,375.2,Seattle,20.572354
Hotel Room,84.88,66.0,3.3,1.4,1.1,Futon,0,1.4,113,138.9,Seattle,2.926837
Shared Room,501.03,90.5,7.8,1.7,3.2,Real Bed,1,2.1,54,25.5,New York,19.128973
Hotel Room,369.51,84.5,7.5,4.1,4.9,Futon,1,1.1,120,244.6,Seattle,31.110389
Shared Room,924.51,86.2,2.3,4.3,4.9,Pull-out Sofa,1,1.6,216,416.8,San Francisco,28.874591
Private Room,61.4,84.9,8.9,3.2,2.1,Futon,0,2.6,122,125.8,New York,3.955813
Entire Home/Apt,575.17,65.5,2.6,3.2,2.8,Airbed,0,1.9,2,358.5,San Francisco,4.040913
Private Room,753.63,55.0,8.2,3.5,1.3,Futon,0,1.3,91,203.9,New York,15.948306
Entire Home/Apt,510.77,63.6,5.1,2.8,4.5,Couch,0,1.9,163,29.8,New York,38.798559
Entire Home/Apt,131.13,91.6,4.0,3.7,3.3,Couch,1,1.4,118,152.0,San Francisco,2.00826
Entire Home/Apt,973.84,99.0,2.4,1.4,2.5,Pull-out Sofa,1,1.8,60,157.0,New York,31.180435
Private Room,542.11,74.7,2.5,4.8,1.5,Real Bed,1,2.0,213,452.3,San Francisco,10.001385
Entire Home/Apt,633.48,50.5,7.0,4.0,4.8,Airbed,0,1.7,246,490.9,Seattle,47.271496
Private Room,274.78,57.0,6.0,3.5,3.1,Real Bed,0,2.9,234,104.9,Seattle,22.080554
Hotel Room,509.32,66.1,2.1,2.3,2.1,Real Bed,0,2.1,356,215.3,Chicago,3.346312
Shared Room,457.69,78.9,2.0,1.6,2.4,Airbed,1,2.7,288,488.4,Los Angeles,35.968286
Shared Room,121.15,53.8,1.7,2.6,2.1,Couch,1,2.5,77,203.6,Los Angeles,24.745862
Entire Home/Apt,150.85,97.2,7.7,3.6,3.4,Pull-out Sofa,1,2.3,23,174.6,Seattle,44.180779
Private Room,845.6,68.3,7.4,3.5,4.7,Futon,1,2.0,307,54.9,Chicago,32.93943
Shared Room,277.83,95.6,1.5,2.5,4.4,Couch,0,1.0,100,376.6,Los Angeles,34.933757
Private Room,235.21,89.0,6.0,3.5,2.8,Pull-out Sofa,0,2.2,250,223.5,San Francisco,38.595733
Private Room,529.67,87.8,1.8,4.3,4.3,Couch,0,1.7,122,319.3,San Francisco,21.597364
Entire Home/Apt,780.31,80.3,9.1,1.1,2.7,Airbed,1,1.2,214,254.9,New York,39.834812
Shared Room,108.85,81.3,9.2,2.8,2.0,Real Bed,1,1.9,261,87.3,Los Angeles,3.480526
Entire Home/Apt,597.97,81.9,7.3,4.0,4.9,Airbed,1,2.5,331,88.2,San Francisco,38.510843
Entire Home/Apt,163.25,81.4,9.3,3.2,2.2,Futon,1,2.9,345,469.9,Los Angeles,32.179084
Shared Room,84.64,77.7,8.3,3.6,2.3,Airbed,0,1.7,122,444.8,New York,28.766587
Shared Room,100.11,99.3,8.5,3.1,5.0,Real Bed,0,2.1,251,305.3,Seattle,16.58938
Hotel Room,842.46,86.6,6.1,5.0,1.5,Couch,1,2.7,319,0.6,Chicago,6.591518
Hotel Room,162.07,88.8,3.8,1.2,4.0,Pull-out Sofa,0,1.7,336,216.6,New York,32.71284
Private Room,92.89,93.6,3.0,3.0,4.7,Futon,1,1.3,157,265.2,New York,24.111876
Shared Room,466.0,60.8,3.9,1.4,3.0,Couch,1,1.6,326,224.7,New York,11.674398
Hotel Room,851.79,54.2,6.7,1.6,1.0,Pull-out Sofa,1,2.8,148,462.7,Chicago,3.124968
Private Room,299.29,74.1,2.6,2.5,2.5,Real Bed,1,1.3,64,20.4,San Francisco,27.399493
Private Room,450.63,75.7,3.3,1.6,1.4,Airbed,1,1.7,357,327.5,Los Angeles,7.188519
Private Room,87.93,91.5,5.2,4.9,2.7,Couch,0,1.9,3,156.9,Seattle,46.54155
Hotel Room,476.62,72.2,3.1,4.8,4.2,Pull-out Sofa,0,2.7,173,279.7,Seattle,8.380961
Shared Room,598.73,78.5,6.3,2.3,2.8,Pull-out Sofa,0,2.9,135,328.0,Chicago,2.569244
Entire Home/Apt,592.36,76.4,9.3,3.6,2.7,Airbed,0,1.9,243,220.4,Seattle,13.840328
Private Room,365.81,51.9,7.7,3.1,3.2,Couch,0,2.9,59,74.2,Chicago,9.572874
Hotel Room,349.76,80.8,7.0,4.3,3.3,Couch,0,1.3,44,259.5,Chicago,39.770673
Hotel Room,151.29,91.4,6.2,3.5,4.4,Real Bed,1,1.3,71,466.5,Los Angeles,15.177788
Entire Home/Apt,398.46,57.9,5.4,1.0,2.2,Couch,1,2.9,94,267.9,Los Angeles,13.016787
Entire Home/Apt,144.52,79.7,2.7,4.1,4.3,Airbed,0,2.0,30,61.5,Chicago,49.745612
Hotel Room,778.27,79.7,9.1,4.0,3.3,Couch,1,1.4,155,412.1,Los Angeles,8.353028
Shared Room,967.96,58.2,3.2,3.0,2.2,Real Bed,1,2.0,239,110.9,San Francisco,5.164928
Entire Home/Apt,971.57,56.2,1.8,4.6,2.2,Pull-out Sofa,1,2.6,63,185.1,New York,15.975581
Hotel Room,871.82,99.0,7.8,4.6,2.4,Couch,0,2.7,322,214.4,Seattle,20.849426
Entire Home/Apt,620.75,69.7,2.6,3.1,3.5,Airbed,0,2.7,108,169.8,Seattle,38.260785
Shared Room,715.82,61.4,4.3,3.4,1.9,Couch,0,2.1,67,202.2,Seattle,47.816752
Private Room,320.95,58.6,1.3,5.0,4.7,Futon,1,2.7,34,397.7,Seattle,38.42018
Entire Home/Apt,649.23,83.4,2.2,2.2,3.3,Real Bed,0,2.0,250,111.7,San Francisco,36.605285
Shared Room,482.87,80.5,2.6,2.3,4.7,Pull-out Sofa,0,2.2,353,235.2,San Francisco,49.580947
Hotel Room,507.92,82.2,1.5,1.7,1.2,Futon,0,2.5,35,10.0,New York,38.502823
Entire Home/Apt,769.89,54.4,6.9,4.6,2.4,Airbed,1,1.9,131,253.8,Chicago,7.837126
Entire Home/Apt,317.82,94.7,8.5,4.0,1.1,Couch,0,1.1,304,55.8,Los Angeles,23.614957
Hotel Room,352.14,69.5,4.4,1.4,2.1,Real Bed,0,1.7,221,141.1,New York,25.671726
Private Room,928.41,65.7,8.9,4.9,4.4,Couch,0,2.2,166,162.4,Seattle,15.935706
Hotel Room,103.41,73.1,2.9,3.9,1.1,Couch,1,1.4,273,41.2,Los Angeles,9.049496
Entire Home/Apt,511.35,69.5,3.9,4.4,2.7,Couch,0,1.3,59,180.3,New York,35.875286
Hotel Room,917.16,93.2,2.4,1.2,1.5,Couch,0,1.6,341,249.0,Seattle,14.597238
Shared Room,629.84,96.5,6.6,3.0,2.7,Real Bed,1,1.1,112,215.5,New York,31.608092
Hotel Room,569.09,65.2,4.8,3.8,4.4,Futon,0,2.5,220,140.2,Seattle,16.806897
Entire Home/Apt,287.26,93.2,6.5,3.2,3.5,Airbed,0,1.5,278,147.4,Seattle,25.80558
Hotel Room,376.11,89.1,7.9,3.7,3.9,Futon,0,1.2,67,316.8,San Francisco,17.515587
Private Room,859.45,96.5,5.9,4.3,2.4,Real Bed,0,2.4,314,359.2,Seattle,21.176166
Hotel Room,581.26,62.3,6.6,2.5,4.8,Airbed,1,2.7,345,288.3,New York,36.871259
Private Room,539.01,78.8,9.4,4.4,3.8,Pull-out Sofa,1,1.0,262,488.1,Los Angeles,44.30742
Shared Room,144.6,63.7,3.7,1.7,2.7,Futon,1,1.5,268,472.4,San Francisco,25.928541
Private Room,65.23,91.2,4.2,2.1,2.7,Real Bed,0,2.9,130,49.2,Los Angeles,30.902302
Hotel Room,965.5,50.3,7.5,1.2,4.7,Real Bed,0,1.8,266,130.7,Chicago,43.356081
Entire Home/Apt,408.14,78.2,6.5,2.5,3.3,Real Bed,0,2.9,207,434.2,Los Angeles,8.017898
Private Room,623.05,67.0,2.6,2.5,3.8,Airbed,0,1.5,211,14.8,Chicago,8.947701
Shared Room,125.73,66.1,4.4,4.2,2.7,Couch,1,1.4,50,296.1,Chicago,18.602611
Private Room,698.96,82.2,5.2,3.6,1.9,Pull-out Sofa,0,1.4,287,477.2,San Francisco,16.144346
Private Room,935.94,92.6,4.8,2.7,3.9,Airbed,1,1.2,41,339.4,Los Angeles,49.332311
Private Room,596.88,80.5,2.6,3.6,3.4,Airbed,0,2.8,246,46.0,Seattle,28.640507
Shared Room,169.81,92.7,9.3,1.2,3.0,Futon,0,3.0,194,373.9,San Francisco,26.671425
Hotel Room,602.64,63.2,7.9,1.7,3.5,Pull-out Sofa,1,2.9,243,188.2,San Francisco,29.357213
Private Room,778.03,76.0,5.3,3.5,1.8,Real Bed,0,2.7,199,460.8,Seattle,43.882564
Private Room,436.1,72.5,7.1,3.6,4.2,Airbed,0,2.7,357,143.2,Los Angeles,12.933841
Entire Home/Apt,885.85,50.6,9.1,4.1,4.8,Pull-out Sofa,0,2.3,120,236.6,San Francisco,26.037397
Shared Room,666.25,77.8,2.2,2.6,4.6,Futon,0,2.7,333,373.3,Chicago,14.277196
Private Room,904.29,83.1,3.3,3.9,2.3,Couch,1,1.4,327,128.8,Seattle,39.248239
Shared Room,642.33,79.6,5.9,3.7,2.6,Pull-out Sofa,0,1.8,202,90.9,New York,39.078647
Private Room,174.72,86.8,8.2,4.9,4.2,Real Bed,1,2.3,105,1.4,San Francisco,47.914056
Hotel Room,344.21,78.6,1.3,1.9,3.4,Airbed,1,2.7,249,244.0,Chicago,22.894281
Hotel Room,241.71,53.3,9.9,3.2,3.2,Couch,0,2.3,288,464.3,Los Angeles,8.773902
Private Room,913.39,55.8,5.1,3.4,4.7,Futon,0,2.7,78,140.7,Los Angeles,44.924134
Hotel Room,772.38,79.8,4.2,5.0,3.1,Real Bed,1,1.9,164,21.7,Seattle,44.639528
Private Room,692.58,63.7,3.6,1.8,3.1,Couch,1,2.4,333,310.2,Chicago,12.498807
Hotel Room,335.92,54.0,2.6,3.1,1.2,Futon,0,3.0,118,28.1,Seattle,14.537221
Entire Home/Apt,224.84,71.5,8.1,2.4,1.3,Real Bed,0,1.3,56,253.5,San Francisco,16.357291
Entire Home/Apt,768.63,77.7,9.6,3.1,1.0,Airbed,1,2.9,187,190.8,Seattle,23.135754
Entire Home/Apt,500.45,66.4,4.7,1.9,4.7,Futon,0,2.0,51,237.7,New York,41.623116
Shared Room,264.5,86.0,9.6,1.2,2.6,Couch,0,2.3,71,81.3,Seattle,8.074125
Shared Room,635.79,82.2,8.4,3.3,2.9,Real Bed,1,2.8,240,45.1,Seattle,35.319156
Entire Home/Apt,88.32,66.6,5.3,2.3,4.4,Pull-out Sofa,0,1.8,323,374.5,San Francisco,18.287211
Shared Room,359.86,87.7,7.1,1.7,3.4,Real Bed,1,1.8,99,122.8,Chicago,10.587495
Hotel Room,495.13,82.4,4.9,2.3,3.4,Couch,0,2.1,337,400.2,New York,17.583485
Private Room,190.56,81.9,6.0,1.2,2.2,Couch,1,1.0,154,379.2,Seattle,27.130521
Private Room,985.42,77.7,1.5,4.8,4.3,Pull-out Sofa,1,2.0,58,99.2,San Francisco,46.149287
Private Room,248.64,50.6,7.3,3.3,1.7,Couch,1,1.6,274,454.1,San Francisco,31.785163
Entire Home/Apt,173.84,84.8,1.5,4.3,1.2,Real Bed,1,2.9,258,80.6,San Francisco,30.746975
Shared Room,243.36,68.8,8.4,2.7,1.8,Futon,1,1.2,200,398.6,Chicago,6.328311
Hotel Room,780.61,97.1,8.4,4.6,2.1,Real Bed,0,1.9,294,210.3,Seattle,4.910248
Hotel Room,454.23,90.9,3.1,2.9,2.1,Couch,0,2.9,321,91.5,Los Angeles,7.343716
Entire Home/Apt,587.15,79.4,3.9,3.3,3.7,Pull-out Sofa,1,2.8,328,469.1,New York,5.681736
Hotel Room,69.96,62.6,5.3,3.0,1.9,Pull-out Sofa,1,2.4,283,481.6,Los Angeles,29.241857
Hotel Room,82.71,60.2,6.4,3.9,3.7,Airbed,1,2.2,175,255.7,Chicago,23.178147
Hotel Room,473.53,67.0,3.6,3.3,1.4,Pull-out Sofa,1,1.6,97,234.6,Seattle,1.244614
Hotel Room,825.82,73.8,6.3,2.1,1.6,Pull-out Sofa,1,1.7,348,450.4,Los Angeles,18.202266
Shared Room,890.98,64.8,3.7,1.6,3.0,Couch,0,1.2,181,298.1,Los Angeles,7.240843
Hotel Room,132.37,75.7,1.5,3.4,4.7,Futon,1,2.6,271,133.0,Los Angeles,49.417855
Private Room,561.44,58.3,1.0,3.0,4.4,Futon,0,1.6,34,212.6,New York,23.54772
Entire Home/Apt,917.57,98.9,1.9,1.4,4.9,Couch,1,2.3,330,418.0,Seattle,21.880205
Shared Room,418.57,55.4,8.1,2.6,3.6,Pull-out Sofa,1,1.7,362,429.8,San Francisco,32.564542
Hotel Room,838.09,96.6,9.7,3.1,3.7,Real Bed,0,1.9,86,469.6,Seattle,18.497582
Shared Room,177.01,95.7,4.8,4.3,3.5,Futon,1,2.1,157,144.1,Los Angeles,36.060217
Hotel Room,938.62,76.3,5.6,1.3,3.5,Couch,1,2.6,324,340.0,Seattle,45.334895
Private Room,763.85,86.2,2.3,2.4,1.6,Real Bed,0,1.4,115,34.2,San Francisco,25.445967
Entire Home/Apt,944.27,71.8,6.0,4.3,3.2,Pull-out Sofa,0,1.8,7,363.0,New York,19.763228
Hotel Room,692.79,81.5,2.3,3.6,2.5,Couch,1,1.3,106,281.6,Seattle,26.572945
Hotel Room,395.23,67.0,6.5,2.2,2.8,Futon,0,1.2,106,124.9,Seattle,30.574082
Hotel Room,941.27,65.1,9.4,4.4,3.1,Real Bed,1,2.2,113,327.3,New York,42.537428
Hotel Room,311.79,78.9,2.8,3.0,1.5,Real Bed,0,1.4,9,67.6,New York,20.329493
Entire Home/Apt,365.56,74.9,7.9,3.0,2.4,Futon,1,1.1,283,166.9,Los Angeles,3.520142
Entire Home/Apt,715.77,79.0,1.2,4.9,1.3,Real Bed,0,2.8,59,200.5,Los Angeles,31.905957
Private Room,777.05,64.3,4.4,4.8,4.9,Futon,1,2.1,265,388.6,New York,49.357033
Entire Home/Apt,932.93,68.3,2.0,2.4,1.5,Couch,0,1.3,101,154.4,San Francisco,42.8576
Hotel Room,244.56,54.2,4.2,1.6,2.0,Airbed,0,1.1,62,24.5,Los Angeles,38.154543
Private Room,808.1,52.6,2.6,2.3,4.6,Pull-out Sofa,1,1.2,174,90.4,San Francisco,9.648597
Private Room,751.62,62.7,4.4,1.1,2.9,Couch,1,1.9,196,304.0,New York,37.682342
Private Room,110.6,53.7,4.8,1.1,1.5,Pull-out Sofa,1,2.3,311,7.6,Seattle,4.992353
Hotel Room,417.86,55.2,3.7,2.6,2.5,Pull-out Sofa,0,2.3,221,396.1,New York,25.201981
Shared Room,318.63,90.6,6.9,4.8,1.5,Futon,1,1.3,189,450.6,New York,19.174088
Hotel Room,339.27,51.9,9.3,4.5,1.8,Airbed,1,2.3,127,247.7,Chicago,45.35903
Entire Home/Apt,983.8,82.9,4.6,3.0,1.2,Pull-out Sofa,0,1.8,333,353.8,New York,8.831952
Entire Home/Apt,660.64,63.6,2.7,3.3,2.8,Pull-out Sofa,0,1.9,45,231.3,Los Angeles,39.655365
Hotel Room,731.79,93.6,3.4,1.0,4.2,Couch,1,2.6,68,154.4,Seattle,3.377083
Hotel Room,977.79,74.2,8.7,1.9,3.3,Airbed,1,1.7,300,82.4,San Francisco,35.385983
Private Room,408.34,65.3,6.1,1.1,3.4,Airbed,0,1.3,350,259.1,Chicago,15.395132
Hotel Room,811.75,75.9,5.1,4.0,1.8,Pull-out Sofa,0,2.7,363,464.9,Los Angeles,48.819758
Private Room,462.8,69.1,2.3,1.6,2.4,Airbed,1,1.4,57,445.0,Seattle,33.915429
Entire Home/Apt,876.06,78.2,5.0,4.5,4.4,Couch,0,1.6,215,459.8,San Francisco,16.136369
Private Room,221.62,55.7,3.5,3.6,1.4,Futon,0,2.4,114,483.2,Seattle,12.54053
Hotel Room,950.3,99.8,9.5,1.9,4.4,Pull-out Sofa,1,2.4,9,82.7,Los Angeles,32.32613
Entire Home/Apt,257.83,71.3,9.0,1.6,2.9,Real Bed,1,2.6,268,73.3,Seattle,14.363792
Shared Room,359.91,67.4,1.8,3.5,4.3,Pull-out Sofa,1,1.4,291,213.9,New York,10.153462
Private Room,768.38,85.5,5.6,4.6,2.3,Pull-out Sofa,0,1.7,85,344.7,Seattle,32.735816
Entire Home/Apt,424.07,68.2,3.0,3.9,2.4,Futon,1,1.3,146,219.8,New York,36.490065
Private Room,627.8,91.7,4.7,2.4,4.0,Real Bed,0,2.1,117,446.2,Los Angeles,12.663387
Entire Home/Apt,472.34,72.7,8.9,3.3,4.1,Real Bed,0,1.6,134,358.7,Chicago,27.257751
Entire Home/Apt,755.25,86.0,5.7,2.2,1.9,Real Bed,0,2.4,14,317.0,New York,33.517848
Private Room,266.91,55.4,4.0,5.0,4.9,Futon,0,1.0,336,35.5,Seattle,47.153919
Shared Room,105.54,92.3,2.9,4.0,1.3,Airbed,1,1.1,301,87.7,Seattle,40.368231
Entire Home/Apt,334.93,86.8,8.2,3.5,1.3,Real Bed,0,1.9,205,214.1,Seattle,21.619928
Entire Home/Apt,500.59,60.6,6.6,2.7,3.4,Airbed,1,2.9,232,488.2,Los Angeles,42.37596
Entire Home/Apt,209.62,57.3,5.2,3.5,3.9,Couch,0,2.8,303,167.2,San Francisco,22.643005
Shared Room,387.06,65.8,3.0,2.4,4.8,Futon,0,3.0,65,315.0,Seattle,7.376206
Shared Room,429.98,98.8,4.0,1.1,2.6,Airbed,1,1.8,3,494.5,Seattle,17.713922
Hotel Room,104.52,62.8,9.6,2.6,1.1,Real Bed,1,1.1,2,132.0,New York,40.431477
Private Room,604.14,72.8,5.7,4.7,3.4,Real Bed,1,1.6,258,83.3,Chicago,47.834434
Shared Room,890.13,51.5,4.6,3.5,2.2,Airbed,1,2.4,202,273.2,Seattle,49.195604
Private Room,194.16,69.9,5.7,1.3,2.7,Airbed,1,1.3,324,275.9,Los Angeles,32.315655
Hotel Room,617.92,78.6,8.0,4.5,3.0,Couch,1,1.6,239,460.9,San Francisco,24.438756
Private Room,681.5,97.7,4.1,2.1,1.3,Futon,0,1.1,92,13.2,San Francisco,8.940796
Shared Room,448.37,75.8,2.6,2.0,2.9,Pull-out Sofa,1,1.9,283,203.7,San Francisco,6.023691
Private Room,716.04,91.0,6.3,2.2,2.7,Couch,0,1.4,22,156.2,Los Angeles,26.406608
Shared Room,440.19,77.4,7.0,3.3,3.9,Couch,0,1.2,285,285.5,San Francisco,36.661175
Private Room,529.41,52.0,7.4,3.2,3.6,Couch,1,1.8,317,4.7,San Francisco,16.872181
Shared Room,56.99,65.8,8.9,3.0,1.7,Real Bed,0,1.7,86,355.5,New York,34.05916
Shared Room,707.13,78.8,4.3,3.9,1.8,Airbed,0,2.1,50,242.5,San Francisco,28.96971
Private Room,678.28,97.5,1.7,2.3,2.0,Futon,1,2.5,296,350.3,New York,47.096694
Hotel Room,86.48,93.0,9.6,4.1,1.7,Real Bed,1,1.2,319,223.9,New York,11.26829
Entire Home/Apt,399.84,61.4,4.9,1.7,3.6,Couch,0,2.6,42,237.1,New York,29.961865
Hotel Room,980.08,61.0,6.6,4.1,5.0,Futon,1,1.1,203,447.8,Los Angeles,21.276048
Private Room,449.7,60.1,7.0,3.7,3.6,Real Bed,1,1.9,346,105.4,Seattle,13.817202
Hotel Room,526.85,96.1,5.9,3.7,3.4,Pull-out Sofa,0,2.2,57,108.7,Chicago,18.507322
Shared Room,914.43,92.6,2.8,2.9,2.6,Couch,1,2.9,58,279.7,San Francisco,15.432213
Entire Home/Apt,731.4,88.7,7.8,3.7,2.3,Real Bed,1,2.1,167,330.1,Chicago,26.854782
Private Room,602.97,69.6,8.2,1.3,4.6,Real Bed,1,1.3,173,177.3,Seattle,28.344661
Private Room,807.91,75.2,6.0,4.4,4.9,Couch,0,2.0,317,259.8,New York,43.411463
Private Room,871.15,73.2,5.4,1.2,3.0,Pull-out Sofa,0,1.8,206,113.9,New York,39.283985
Entire Home/Apt,484.04,62.7,2.0,1.6,2.2,Airbed,1,2.0,110,68.0,New York,15.823246
Shared Room,501.35,75.3,1.8,3.3,4.1,Pull-out Sofa,1,1.4,22,119.1,New York,46.634939
Private Room,416.75,51.5,4.1,4.0,1.5,Couch,1,2.0,232,458.2,San Francisco,43.549286
Hotel Room,968.37,56.6,3.8,1.3,4.1,Airbed,0,1.3,274,400.9,Seattle,31.667285
Private Room,712.31,94.3,9.6,4.7,4.3,Real Bed,0,2.5,171,70.1,Seattle,1.912798
Private Room,129.06,87.6,8.1,4.9,1.5,Pull-out Sofa,1,2.2,10,23.3,Seattle,11.247694
Private Room,869.81,71.1,6.9,3.4,4.9,Pull-out Sofa,1,1.2,59,46.6,Chicago,39.676643
Private Room,506.53,75.9,5.7,2.9,4.9,Airbed,0,2.8,231,146.7,New York,23.234279
Shared Room,115.32,68.5,2.5,4.0,4.7,Real Bed,1,2.2,234,405.7,Los Angeles,7.171575
Hotel Room,572.23,87.0,9.8,2.3,3.0,Pull-out Sofa,1,1.6,2,160.7,Seattle,21.004724
Shared Room,446.31,89.2,4.4,3.0,2.0,Airbed,0,1.1,143,92.8,Chicago,11.383253
Hotel Room,883.86,88.2,2.0,4.7,3.3,Pull-out Sofa,1,2.3,229,197.9,San Francisco,44.735802
Private Room,243.79,86.1,5.4,4.8,2.7,Real Bed,1,1.7,8,62.0,New York,44.573662
Entire Home/Apt,835.14,60.2,8.9,4.7,1.8,Real Bed,0,2.8,296,235.1,Chicago,19.966047
Shared Room,579.8,66.9,9.0,2.0,2.7,Futon,1,1.1,293,337.8,Los Angeles,7.732282
Entire Home/Apt,101.88,73.5,1.1,1.9,3.7,Airbed,0,1.1,324,184.4,Los Angeles,18.58273
Shared Room,973.25,66.5,9.0,2.2,1.3,Couch,0,2.9,192,86.8,San Francisco,7.308258
Private Room,536.98,87.7,3.4,2.8,2.3,Pull-out Sofa,0,2.9,290,226.6,Seattle,15.898254
Shared Room,326.33,66.5,1.4,2.3,1.1,Real Bed,1,1.1,126,381.2,Seattle,38.787895
Private Room,495.94,56.9,8.6,2.5,4.0,Pull-out Sofa,1,2.4,47,38.3,Chicago,15.305376
Shared Room,864.96,70.0,8.8,3.5,3.6,Pull-out Sofa,1,1.4,106,35.5,Chicago,27.665895
Private Room,339.66,99.0,6.4,4.1,1.3,Couch,1,2.4,263,159.1,Seattle,6.824795
Private Room,233.04,61.3,6.2,3.9,4.9,Real Bed,0,2.7,252,207.5,Seattle,18.033647
Hotel Room,172.62,80.6,8.3,4.3,1.1,Futon,0,1.2,26,108.2,Chicago,2.942246
Private Room,332.97,71.6,8.1,1.1,3.4,Airbed,0,1.5,8,13.5,New York,27.860245
Hotel Room,791.05,53.6,9.0,1.2,4.1,Pull-out Sofa,1,1.0,219,109.8,Los Angeles,18.033536
Private Room,498.05,74.4,6.0,4.2,4.2,Couch,0,1.1,157,217.7,Los Angeles,43.728192
Entire Home/Apt,266.11,85.1,9.7,3.1,1.1,Couch,0,1.1,13,39.7,San Francisco,20.235077
Private Room,207.88,75.7,10.0,3.3,4.6,Airbed,1,2.6,28,357.9,Los Angeles,28.330981
Entire Home/Apt,366.09,93.6,2.0,1.2,4.7,Airbed,1,1.6,25,276.1,Chicago,48.855562
Entire Home/Apt,942.93,64.4,8.6,2.0,3.2,Real Bed,0,2.0,213,217.2,New York,32.492591
Private Room,375.88,54.3,5.5,3.6,2.9,Pull-out Sofa,1,2.6,142,259.4,Chicago,25.523128
Entire Home/Apt,988.72,96.8,4.5,4.4,1.2,Pull-out Sofa,1,2.0,114,327.9,Seattle,5.808112
Hotel Room,510.97,68.9,6.5,4.7,3.2,Airbed,1,1.9,328,497.4,Seattle,41.22725
Shared Room,220.21,78.8,1.5,3.0,2.6,Futon,0,1.0,217,387.6,Los Angeles,32.476784
Private Room,896.58,89.6,5.6,3.2,4.1,Pull-out Sofa,0,2.1,80,270.2,New York,6.317691
Entire Home/Apt,487.34,66.2,8.8,4.3,2.6,Couch,0,1.2,200,385.3,San Francisco,13.037788
Private Room,724.19,85.8,2.9,3.2,3.7,Airbed,0,2.5,66,237.6,Chicago,27.344726
Hotel Room,984.53,56.8,4.8,3.1,1.4,Pull-out Sofa,0,1.5,248,155.5,San Francisco,3.208059
Private Room,97.67,64.6,9.5,4.6,1.5,Real Bed,0,2.3,143,131.0,San Francisco,36.197195
Private Room,141.86,57.2,4.9,4.2,1.6,Airbed,0,2.3,140,199.7,San Francisco,12.161898
Entire Home/Apt,734.43,90.6,4.2,4.6,1.2,Couch,0,2.2,345,1.1,San Francisco,24.995818
Hotel Room,317.73,61.1,5.0,1.9,3.2,Real Bed,1,1.5,95,88.5,Chicago,12.840527
Shared Room,225.09,85.9,5.7,3.1,4.2,Airbed,1,1.5,117,63.3,Seattle,24.970158
Shared Room,87.39,97.2,6.7,4.4,3.4,Airbed,0,2.7,317,480.2,Chicago,10.294271
Entire Home/Apt,70.75,76.4,8.2,1.4,3.3,Pull-out Sofa,1,1.0,184,32.4,Seattle,30.102109
